journal_nlm_id	journal_abbrev	journal	delay_type	n_articles	median_delay	mean_delay	n_unique_dates	n_unique_years	n_unique_delays
101183464	Phys Plasmas	Physics of plasmas	Acceptance	9	59	72.6667	9	5	9
101183464	Phys Plasmas	Physics of plasmas	Publication	9	40	51.7778	9	5	9
101183692	Clin Dev Immunol	Clinical & developmental immunology	Acceptance	819	72	82.4042	567	7	178
101183692	Clin Dev Immunol	Clinical & developmental immunology	Publication	810	49	52.8728	474	6	123
101183755	PLoS Biol	PLoS biology	Acceptance	2064	141	150.992	1409	13	331
101183755	PLoS Biol	PLoS biology	Publication	1502	43	48.771	512	12	86
101184586	Clin Proteomics	Clinical proteomics	Acceptance	122	120.5	128.5	96	5	95
101184586	Clin Proteomics	Clinical proteomics	Publication	120	23	29.95	108	5	56
101185242	Vet Comp Oncol	Veterinary and comparative oncology	Acceptance	177	110	132.701	141	6	119
101185242	Vet Comp Oncol	Veterinary and comparative oncology	Publication	77	38	54.4675	60	4	37
101185267	Worldviews Evid Based Nurs	Worldviews on evidence-based nursing / Sigma Theta Tau International, Honor Society of Nursing	Publication	101	119	141.782	61	4	82
101185420	J Water Health	Journal of water and health	Acceptance	75	137	180.107	59	2	63
101185420	J Water Health	Journal of water and health	Publication	56	81	93.7857	18	2	43
101185472	Geobiology	Geobiology	Acceptance	143	146	157.629	109	4	103
101185472	Geobiology	Geobiology	Publication	122	36.5	36.8689	105	4	34
101186153	Rev Bras Fisioter	Revista brasileira de fisioterapia (Sao Carlos (Sao Paulo, Brazil))	Acceptance	203	210	215.655	131	4	152
101186153	Rev Bras Fisioter	Revista brasileira de fisioterapia (Sao Carlos (Sao Paulo, Brazil))	Publication	102	148	179.539	36	3	77
101186374	Nat Struct Mol Biol	Nature structural & molecular biology	Acceptance	1917	102	116.795	1335	13	306
101186374	Nat Struct Mol Biol	Nature structural & molecular biology	Publication	1878	39	42.9835	591	13	92
101186484	Protein Eng Des Sel	Protein engineering, design & selection : PEDS	Acceptance	56	80.5	94.7857	45	1	46
101186484	Protein Eng Des Sel	Protein engineering, design & selection : PEDS	Publication	56	32	32.75	43	1	24
101186624	Pediatr Blood Cancer	Pediatric blood & cancer	Acceptance	2019	83	98.5493	977	6	295
101186624	Pediatr Blood Cancer	Pediatric blood & cancer	Publication	2019	45	55.0263	521	6	177
101187344	J Bioinform Comput Biol	Journal of bioinformatics and computational biology	Acceptance	498	110	126.201	357	10	208
101188418	Skin Pharmacol Physiol	Skin pharmacology and physiology	Acceptance	456	130.5	150.318	293	13	215
101188418	Skin Pharmacol Physiol	Skin pharmacology and physiology	Publication	398	92	108.304	221	11	155
101189034	Neurodegener Dis	Neuro-degenerative diseases	Acceptance	409	105	115.741	286	13	185
101189034	Neurodegener Dis	Neuro-degenerative diseases	Publication	370	89.5	103.508	171	10	139
101189508	Int J Comput Vis	International journal of computer vision	Acceptance	1	377	377	1	1	1
101189508	Int J Comput Vis	International journal of computer vision	Publication	1	103	103	1	1	1
101189566	J Forens Psychiatry Psychol	The journal of forensic psychiatry & psychology	Acceptance	1	451	451	1	1	1
101189566	J Forens Psychiatry Psychol	The journal of forensic psychiatry & psychology	Publication	1	62	62	1	1	1
101189728	Neotrop Entomol	Neotropical entomology	Acceptance	939	233	278.371	571	11	462
101189728	Neotrop Entomol	Neotropical entomology	Publication	255	42	50.5765	154	4	82
101189774	J Appl Oral Sci	Journal of applied oral science : revista FOB	Acceptance	1026	200	221.943	623	13	418
101189774	J Appl Oral Sci	Journal of applied oral science : revista FOB	Publication	35	241	224.743	9	3	22
101190325	Am J Geriatr Pharmacother	The American journal of geriatric pharmacotherapy	Acceptance	38	81.5	89.5789	23	2	31
101190325	Am J Geriatr Pharmacother	The American journal of geriatric pharmacotherapy	Publication	66	30	31.9091	53	2	28
101190326	J Am Coll Radiol	Journal of the American College of Radiology : JACR	Acceptance	1567	9	25.3165	558	9	128
101190326	J Am Coll Radiol	Journal of the American College of Radiology : JACR	Publication	555	77	82.964	264	5	158
101190720	BMC Biol	BMC biology	Acceptance	820	78.5	87.5841	657	13	222
101190720	BMC Biol	BMC biology	Publication	838	0	5.72076	643	13	53
101190723	BMC Med	BMC medicine	Acceptance	1258	104	112.308	900	13	276
101190723	BMC Med	BMC medicine	Publication	1333	6	16.7194	1067	13	87
101190741	J Transl Med	Journal of translational medicine	Acceptance	1953	97	104.867	1200	13	269
101190741	J Transl Med	Journal of translational medicine	Publication	1960	5	9.1398	1236	13	70
101190915	Enferm Clin	Enfermeria clinica	Acceptance	377	126	126.687	282	8	194
101190915	Enferm Clin	Enfermeria clinica	Publication	328	67.5	80.5549	235	7	127
101193313	Eng Life Sci	Engineering in life sciences	Acceptance	2	135.5	135.5	2	2	2
101193313	Eng Life Sci	Engineering in life sciences	Publication	2	61	61	2	2	2
101193653	J Mol Histol	Journal of molecular histology	Acceptance	637	60	78.146	417	12	173
101193653	J Mol Histol	Journal of molecular histology	Publication	625	16	24.0976	492	11	84
101194519	Amphib Reptile Conserv	Amphibian & reptile conservation	Acceptance	2	92	92	1	1	2
101195509	EJC Suppl	EJC supplements : EJC : official journal of EORTC, European Organization for Research and Treatment of Cancer ... [et al.]	Acceptance	5	11	8.6	3	1	3
101195509	EJC Suppl	EJC supplements : EJC : official journal of EORTC, European Organization for Research and Treatment of Cancer ... [et al.]	Publication	10	64	57.4	2	2	3
101197608	Genomics Proteomics Bioinformatics	Genomics, proteomics & bioinformatics	Acceptance	192	64	75.5365	176	6	119
101197608	Genomics Proteomics Bioinformatics	Genomics, proteomics & bioinformatics	Publication	157	44	64.9363	110	4	94
101198162	Phytochem Rev	Phytochemistry reviews : proceedings of the Phytochemical Society of Europe	Acceptance	20	161	161.75	20	6	20
101198162	Phytochem Rev	Phytochemistry reviews : proceedings of the Phytochemical Society of Europe	Publication	20	17	21.7	19	6	15
101199488	Sleep Biol Rhythms	Sleep and biological rhythms	Publication	1	131	131	1	1	1
101199824	Emerg Med Australas	Emergency medicine Australasia : EMA	Acceptance	17	133	135.882	11	1	17
101199824	Emerg Med Australas	Emergency medicine Australasia : EMA	Publication	237	46	51.0211	101	4	69
101200317	Heart Rhythm	Heart rhythm : the official journal of the Heart Rhythm Society	Acceptance	1470	58.5	74.9565	1024	11	240
101200317	Heart Rhythm	Heart rhythm : the official journal of the Heart Rhythm Society	Publication	1168	7	10.1952	485	9	63
101200389	J Circadian Rhythms	Journal of circadian rhythms	Acceptance	106	70.5	79.6698	106	11	80
101200389	J Circadian Rhythms	Journal of circadian rhythms	Publication	107	0	4.23364	107	12	19
101200445	Bioinorg Chem Appl	Bioinorganic chemistry and applications	Acceptance	312	73.5	84.4904	270	12	140
101200445	Bioinorg Chem Appl	Bioinorganic chemistry and applications	Publication	279	60	74.3692	244	10	111
101200947	Bosn J Basic Med Sci	Bosnian journal of basic medical sciences / Udruzenje basicnih mediciniskih znanosti = Association of Basic Medical Sciences	Acceptance	63	37	38.8889	57	2	43
101201025	Matern Child Nutr	Maternal & child nutrition	Acceptance	7	122	140.143	4	1	7
101201192	Pharm Stat	Pharmaceutical statistics	Acceptance	161	229	248.174	137	6	126
101201192	Pharm Stat	Pharmaceutical statistics	Publication	155	33	45.9484	123	6	60
101201501	J Venom Anim Toxins Incl Trop Dis	The journal of venomous animals and toxins including tropical diseases	Acceptance	139	133	138.626	113	4	108
101201501	J Venom Anim Toxins Incl Trop Dis	The journal of venomous animals and toxins including tropical diseases	Publication	142	13	25.2394	119	3	44
101201591	Tob Induc Dis	Tobacco induced diseases	Acceptance	163	124	145.975	130	8	122
101201591	Tob Induc Dis	Tobacco induced diseases	Publication	163	5	8.83436	147	8	32
101201889	Plant Biotechnol J	Plant biotechnology journal	Acceptance	466	90	104.953	311	4	167
101201889	Plant Biotechnol J	Plant biotechnology journal	Publication	368	44	46.7255	222	4	64
101202210	Hum Genomics	Human genomics	Acceptance	95	59	95.6211	82	4	67
101202210	Hum Genomics	Human genomics	Publication	96	19	27.0625	75	4	44
101204366	Sensors (Basel)	Sensors (Basel, Switzerland)	Acceptance	6660	50	57.0686	1828	8	221
101204366	Sensors (Basel)	Sensors (Basel, Switzerland)	Publication	2525	7	9.98931	741	4	59
101204394	Carbon N Y	Carbon	Acceptance	2	55	55	2	2	2
101204400	Microporous Mesoporous Mater	Microporous and mesoporous materials : the official journal of the International Zeolite Association	Acceptance	1	102	102	1	1	1
101204404	J Parallel Distrib Comput	Journal of parallel and distributed computing	Acceptance	2	368	368	2	2	2
101206517	Postepy Hig Med Dosw (Online)	Postepy higieny i medycyny doswiadczalnej (Online)	Acceptance	358	84	95.1201	284	8	157
101206627	Esophagus	Esophagus : official journal of the Japan Esophageal Society	Acceptance	13	108	162.462	13	5	10
101206627	Esophagus	Esophagus : official journal of the Japan Esophageal Society	Publication	13	19	21	13	5	9
101206716	Acta Biochim Biophys Sin (Shanghai)	Acta biochimica et biophysica Sinica	Acceptance	89	65	71.7191	71	1	58
101206716	Acta Biochim Biophys Sin (Shanghai)	Acta biochimica et biophysica Sinica	Publication	89	65	68.9213	47	1	54
101207301	J Vis (Tokyo)	Journal of visualization / the Visualization Society of Japan	Acceptance	2	323	323	2	2	2
101207301	J Vis (Tokyo)	Journal of visualization / the Visualization Society of Japan	Publication	2	38	38	2	2	2
101207321	Lett Org Chem	Letters in organic chemistry	Acceptance	2	66	66	2	2	2
101207332	Clin Psychopharmacol Neurosci	Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology	Acceptance	162	63.5	78.9691	149	6	101
101207332	Clin Psychopharmacol Neurosci	Clinical psychopharmacology and neuroscience : the official scientific journal of the Korean College of Neuropsychopharmacology	Publication	111	134	136.234	12	4	89
101207337	Braz J Otorhinolaryngol	Brazilian journal of otorhinolaryngology	Acceptance	1172	127	173.258	627	12	410
101207337	Braz J Otorhinolaryngol	Brazilian journal of otorhinolaryngology	Publication	148	211.5	223.858	47	2	121
101208422	Basic Clin Pharmacol Toxicol	Basic & clinical pharmacology & toxicology	Acceptance	510	76	87.4157	348	5	169
101208422	Basic Clin Pharmacol Toxicol	Basic & clinical pharmacology & toxicology	Publication	460	43	47.2065	249	4	78
101208431	Mini Rev Org Chem	Mini-reviews in organic chemistry	Acceptance	2	110.5	110.5	2	2	2
101208439	Curr Neurovasc Res	Current neurovascular research	Acceptance	241	48	50.473	176	7	93
101208441	Curr Alzheimer Res	Current Alzheimer research	Acceptance	652	151	168.095	416	8	293
101208443	Lett Drug Des Discov	Letters in drug design & discovery	Acceptance	3	74	87.3333	3	3	3
101208451	Curr Proteomics	Current proteomics	Acceptance	2	55.5	55.5	1	1	2
101208455	Curr Drug Deliv	Current drug delivery	Acceptance	495	96	109.535	358	7	207
101209213	AMIA Annu Symp Proc	AMIA ... Annual Symposium proceedings / AMIA Symposium. AMIA Symposium	Acceptance	735	210	172.128	2	2	38
101209214	Adv Chronic Kidney Dis	Advances in chronic kidney disease	Acceptance	334	73.5	79.7545	241	7	149
101209214	Adv Chronic Kidney Dis	Advances in chronic kidney disease	Publication	7	60	62.1429	2	1	6
101210279	NA	Reviews in fish biology and fisheries	Acceptance	1	91	91	1	1	1
101210279	NA	Reviews in fish biology and fisheries	Publication	1	41	41	1	1	1
101211947	Korean J Hepatol	The Korean journal of hepatology	Acceptance	11	143	119	11	2	11
101211947	Korean J Hepatol	The Korean journal of hepatology	Publication	11	80	100.455	1	1	11
101212092	Protein J	The protein journal	Publication	1	5	5	1	1	1
101213033	Clin EEG Neurosci	Clinical EEG and neuroscience	Acceptance	52	121.5	134.385	48	3	48
101213033	Clin EEG Neurosci	Clinical EEG and neuroscience	Publication	52	125.5	121.654	37	2	42
101213278	Reprod Med Biol	Reproductive medicine and biology	Acceptance	14	58.5	72.2857	13	4	14
101213278	Reprod Med Biol	Reproductive medicine and biology	Publication	14	26	25.3571	14	4	12
101213328	J Jpn Phys Ther Assoc	Journal of the Japanese Physical Therapy Association = Rigaku ryoho	Acceptance	73	198	233.397	70	18	63
101213729	Mar Drugs	Marine drugs	Acceptance	1636	48	54.2537	967	9	150
101213729	Mar Drugs	Marine drugs	Publication	536	7	9.07276	353	5	41
101213819	Taiwan J Obstet Gynecol	Taiwanese journal of obstetrics & gynecology	Acceptance	1	80	80	1	1	1
101213954	Int J Med Sci	International journal of medical sciences	Acceptance	1026	84	96.3928	553	12	226
101213954	Int J Med Sci	International journal of medical sciences	Publication	971	15	22.4264	635	12	103
101214424	Int J Integr Care	International journal of integrated care	Acceptance	261	175	203.923	238	15	185
101214424	Int J Integr Care	International journal of integrated care	Publication	239	47	50.3305	178	14	94
101214428	Web Semant	Web semantics (Online)	Acceptance	1	260	260	1	1	1
101214741	Geochem Trans	Geochemical transactions	Acceptance	110	192	191.436	105	11	85
101214741	Geochem Trans	Geochemical transactions	Publication	110	0	7.96364	104	11	28
101214918	Acta Anaesthesiol Taiwan	Acta anaesthesiologica Taiwanica : official journal of the Taiwan Society of Anesthesiologists	Acceptance	208	106.5	138.707	176	7	155
101214918	Acta Anaesthesiol Taiwan	Acta anaesthesiologica Taiwanica : official journal of the Taiwan Society of Anesthesiologists	Publication	169	96	108.26	106	6	120
101215021	Evid Based Complement Alternat Med	Evidence-based complementary and alternative medicine : eCAM	Acceptance	4553	83	97.6921	1719	12	333
101215021	Evid Based Complement Alternat Med	Evidence-based complementary and alternative medicine : eCAM	Publication	4542	42	84.7061	1240	12	463
101215093	Trop Med Health	Tropical medicine and health	Acceptance	106	68	89.6038	92	6	79
101215093	Trop Med Health	Tropical medicine and health	Publication	106	59.5	71.3019	65	5	72
101215374	Korean J Pediatr	Korean journal of pediatrics	Acceptance	512	79	102.146	330	7	198
101215374	Korean J Pediatr	Korean journal of pediatrics	Publication	515	122	155.13	68	6	249
101215604	Nat Methods	Nature methods	Acceptance	1255	112	122.723	1015	12	276
101215604	Nat Methods	Nature methods	Publication	1116	34	37.6093	447	12	74
101215688	Cellulose (Lond)	Cellulose (London, England)	Acceptance	4	93	87.5	4	4	4
101215688	Cellulose (Lond)	Cellulose (London, England)	Publication	4	10	9.5	4	4	3
101216893	Retrovirology	Retrovirology	Acceptance	1174	94	106.244	915	12	258
101216893	Retrovirology	Retrovirology	Publication	1177	0	7.17757	892	12	58
101217089	Int J Behav Nutr Phys Act	The international journal of behavioral nutrition and physical activity	Acceptance	1111	194	204.142	741	12	335
101217089	Int J Behav Nutr Phys Act	The international journal of behavioral nutrition and physical activity	Publication	1112	0	6.84442	837	12	55
101217269	J R Soc Interface	Journal of the Royal Society, Interface / the Royal Society	Acceptance	1	29	29	1	1	1
101217269	J R Soc Interface	Journal of the Royal Society, Interface / the Royal Society	Publication	1	22	22	1	1	1
101219693	Int Semin Surg Oncol	International seminars in surgical oncology : ISSO	Acceptance	140	84	101.314	126	7	101
101219693	Int Semin Surg Oncol	International seminars in surgical oncology : ISSO	Publication	141	0	0	127	7	1
101220059	Nat Comput	Natural computing	Acceptance	2	227.5	227.5	2	1	2
101220059	Nat Comput	Natural computing	Publication	2	176.5	176.5	2	2	2
101220159	Rev Bras Hematol Hemoter	Revista brasileira de hematologia e hemoterapia	Acceptance	504	59.5	89.7421	348	6	202
101220159	Rev Bras Hematol Hemoter	Revista brasileira de hematologia e hemoterapia	Publication	152	70.5	85.4803	60	2	101
101220458	Environ Chem Lett	Environmental chemistry letters	Acceptance	6	101.5	104.167	6	5	6
101220458	Environ Chem Lett	Environmental chemistry letters	Publication	6	12.5	15.8333	6	5	5
101220684	Arch Dis Child Educ Pract Ed	Archives of disease in childhood. Education and practice edition	Acceptance	33	160	183.576	27	2	30
101220684	Arch Dis Child Educ Pract Ed	Archives of disease in childhood. Education and practice edition	Publication	43	33	34.6279	36	2	20
101222144	Ecohealth	EcoHealth	Acceptance	428	183	215.311	363	9	273
101222144	Ecohealth	EcoHealth	Publication	443	43	55.386	317	9	121
101222274	J Bras Pneumol	Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia	Acceptance	938	111.5	125.06	676	11	280
101222274	J Bras Pneumol	Jornal brasileiro de pneumologia : publicacao oficial da Sociedade Brasileira de Pneumologia e Tisilogia	Publication	5	77	106.2	2	1	5
101222431	Body Image	Body image	Acceptance	686	181.5	196.248	591	13	294
101222431	Body Image	Body image	Publication	628	39	47.7245	432	12	100
101222974	J Neuroinflammation	Journal of neuroinflammation	Acceptance	1372	98	107.051	966	12	243
101222974	J Neuroinflammation	Journal of neuroinflammation	Publication	1374	9	11.4978	943	12	70
101223106	Eur J Dev Psychol	The European journal of developmental psychology	Acceptance	1	307	307	1	1	1
101223106	Eur J Dev Psychol	The European journal of developmental psychology	Publication	1	37	37	1	1	1
101223209	AAPS J	The AAPS journal	Acceptance	797	90	101.759	596	11	208
101223209	AAPS J	The AAPS journal	Publication	781	26	30.5775	545	8	86
101223836	Genomics Inform	Genomics & informatics	Acceptance	134	29	37.8955	102	4	60
101223836	Genomics Inform	Genomics & informatics	Publication	134	43.5	49.8507	15	4	48
101224380	Reprod Health	Reproductive health	Acceptance	427	142	166.738	336	12	252
101224380	Reprod Health	Reproductive health	Publication	434	6	9.52995	374	12	48
101224383	Theor Biol Med Model	Theoretical biology & medical modelling	Acceptance	483	89	105.52	426	12	207
101224383	Theor Biol Med Model	Theoretical biology & medical modelling	Publication	487	0	6.29363	432	12	48
101225178	Gend Med	Gender medicine	Acceptance	99	110	120.899	68	3	76
101225178	Gend Med	Gender medicine	Publication	62	32	34.1774	53	2	29
101225531	Complement Ther Clin Pract	Complementary therapies in clinical practice	Acceptance	342	60.5	76.7749	233	12	159
101225531	Complement Ther Clin Pract	Complementary therapies in clinical practice	Publication	318	33.5	43.7516	261	11	102
101226117	Acta Crystallogr Sect F Struct Biol Cryst Commun	Acta crystallographica. Section F, Structural biology and crystallization communications	Acceptance	2916	50	58.7685	1769	10	194
101226117	Acta Crystallogr Sect F Struct Biol Cryst Commun	Acta crystallographica. Section F, Structural biology and crystallization communications	Publication	2917	29	33.4179	320	10	136
101226123	Photodiagnosis Photodyn Ther	Photodiagnosis and photodynamic therapy	Acceptance	571	89	109.604	448	12	212
101226123	Photodiagnosis Photodyn Ther	Photodiagnosis and photodynamic therapy	Publication	511	31	35.9139	395	12	92
101226507	Nat Clin Pract Cardiovasc Med	Nature clinical practice. Cardiovascular medicine	Acceptance	670	57	81.2806	481	6	206
101226507	Nat Clin Pract Cardiovasc Med	Nature clinical practice. Cardiovascular medicine	Publication	236	56	62.5551	96	3	61
101226508	Nat Clin Pract Urol	Nature clinical practice. Urology	Acceptance	524	66	90.1756	383	6	185
101226508	Nat Clin Pract Urol	Nature clinical practice. Urology	Publication	206	39	39.9466	99	3	42
101226509	Nat Clin Pract Oncol	Nature clinical practice. Oncology	Acceptance	544	63	83.7059	397	5	187
101226509	Nat Clin Pract Oncol	Nature clinical practice. Oncology	Publication	185	53	84.9405	93	3	83
101226510	Nat Clin Pract Gastroenterol Hepatol	Nature clinical practice. Gastroenterology & hepatology	Acceptance	573	62	80.2914	383	6	184
101226510	Nat Clin Pract Gastroenterol Hepatol	Nature clinical practice. Gastroenterology & hepatology	Publication	215	57	60.9163	95	3	64
101226876	Can J Infect Dis Med Microbiol	The Canadian journal of infectious diseases & medical microbiology = Journal canadien des maladies infectieuses et de la microbiologie medicale / AMMI Canada	Acceptance	102	118	137.431	87	7	81
101227566	Rev Peru Med Exp Salud Publica	Revista peruana de medicina experimental y salud publica	Acceptance	363	91	106.121	94	4	177
101227779	Acta Ethol	Acta ethologica	Acceptance	9	281	236.222	8	4	9
101227779	Acta Ethol	Acta ethologica	Publication	9	23	44.2222	9	4	8
101227890	Jpn J Nurs Sci	Japan journal of nursing science : JJNS	Acceptance	90	195	205.611	77	4	76
101227890	Jpn J Nurs Sci	Japan journal of nursing science : JJNS	Publication	89	80	101.281	61	4	65
101227995	J Oral Maxillofac Pathol	Journal of oral and maxillofacial pathology : JOMFP	Acceptance	125	329	429.56	71	3	113
101228183	J Minim Access Surg	Journal of minimal access surgery	Acceptance	348	79	101.736	193	11	183
101228232	Int J Surg	International journal of surgery (London, England)	Acceptance	1637	73	96.3775	965	11	304
101228232	Int J Surg	International journal of surgery (London, England)	Publication	1550	11	18.209	813	11	84
101229024	J Intellect Disabil	Journal of intellectual disabilities : JOID	Publication	19	38	36.8947	17	2	16
101229224	J Undergrad Neurosci Educ	Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience	Acceptance	213	76	101.653	159	14	127
101229224	J Undergrad Neurosci Educ	Journal of undergraduate neuroscience education : JUNE : a publication of FUN, Faculty for Undergraduate Neuroscience	Publication	188	46	61.383	27	14	93
101229646	FEBS J	The FEBS journal	Acceptance	1249	87	102.87	625	4	239
101229646	FEBS J	The FEBS journal	Publication	1224	29	30.8276	430	4	56
101229718	Phys Life Rev	Physics of life reviews	Acceptance	481	4	16.2037	240	9	74
101229718	Phys Life Rev	Physics of life reviews	Publication	532	5	7.18233	280	9	39
101230058	Psychogeriatrics	Psychogeriatrics : the official journal of the Japanese Psychogeriatric Society	Acceptance	148	157.5	199.703	74	4	124
101230058	Psychogeriatrics	Psychogeriatrics : the official journal of the Japanese Psychogeriatric Society	Publication	55	77	98.0364	19	3	39
101230714	J Exp Clin Assist Reprod	Journal of experimental & clinical assisted reproduction	Acceptance	27	77	90.6296	27	5	25
101230714	J Exp Clin Assist Reprod	Journal of experimental & clinical assisted reproduction	Publication	32	0	0	32	7	1
101230758	Travel Med Infect Dis	Travel medicine and infectious disease	Acceptance	636	83.5	102.415	472	14	238
101230758	Travel Med Infect Dis	Travel medicine and infectious disease	Publication	555	31	40.3009	458	12	115
101230907	Int Wound J	International wound journal	Acceptance	361	68	72.3047	156	4	143
101230907	Int Wound J	International wound journal	Publication	146	43.5	49.3082	84	4	53
101231179	Hered Cancer Clin Pract	Hereditary cancer in clinical practice	Acceptance	212	69.5	89.9151	179	13	128
101231179	Hered Cancer Clin Pract	Hereditary cancer in clinical practice	Publication	182	7	26.2418	131	12	48
101231360	PLoS Med	PLoS medicine	Acceptance	1137	176	191.522	862	12	327
101231360	PLoS Med	PLoS medicine	Publication	760	42	48.3539	384	11	67
101231512	Acta Orthop	Acta orthopaedica	Acceptance	1	247	247	1	1	1
101231512	Acta Orthop	Acta orthopaedica	Publication	1	181	181	1	1	1
101231642	Cytojournal	CytoJournal	Acceptance	245	76	91.649	209	12	138
101231642	Cytojournal	CytoJournal	Publication	255	48	54.9569	157	12	106
101231644	Nutr Metab (Lond)	Nutrition & metabolism	Acceptance	671	95	105.461	568	12	205
101231644	Nutr Metab (Lond)	Nutrition & metabolism	Publication	675	0	5.21481	577	12	51
101231645	Virol J	Virology journal	Acceptance	2748	91	111.969	1560	12	364
101231645	Virol J	Virology journal	Publication	2749	0	5.06439	1560	12	63
101231646	Epidemiol Perspect Innov	Epidemiologic perspectives & innovations : EP+I	Acceptance	70	262	327.143	69	9	68
101231646	Epidemiol Perspect Innov	Epidemiologic perspectives & innovations : EP+I	Publication	70	0	0	69	9	1
101231649	Biomed Digit Libr	Biomedical digital libraries	Acceptance	21	92	186.048	21	4	21
101231649	Biomed Digit Libr	Biomedical digital libraries	Publication	21	0	0	21	4	1
101231669	Front Zool	Frontiers in zoology	Acceptance	399	102	115.163	362	12	183
101231669	Front Zool	Frontiers in zoology	Publication	399	4	9.48622	359	12	53
101231694	Med Oral Patol Oral Cir Bucal	Medicina oral, patologia oral y cirugia bucal	Acceptance	952	122	142.837	723	8	56
101231694	Med Oral Patol Oral Cir Bucal	Medicina oral, patologia oral y cirugia bucal	Publication	949	101	118.986	44	7	266
101231818	Mol Nutr Food Res	Molecular nutrition & food research	Acceptance	1009	91	97.5847	624	6	197
101231818	Mol Nutr Food Res	Molecular nutrition & food research	Publication	959	56	58.0563	403	6	95
101231951	Int J Biomed Sci	International journal of biomedical science : IJBS	Acceptance	311	40	56.717	264	9	114
101231974	Res Social Adm Pharm	Research in social & administrative pharmacy : RSAP	Acceptance	512	100.5	119.559	452	11	207
101231974	Res Social Adm Pharm	Research in social & administrative pharmacy : RSAP	Publication	404	50	68.3688	224	8	152
101231976	Nat Chem Biol	Nature chemical biology	Acceptance	968	115	129.157	769	11	278
101231976	Nat Chem Biol	Nature chemical biology	Publication	932	39	44.4796	493	11	85
101231977	J Clin Sleep Med	Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine	Acceptance	263	112	118.593	172	3	156
101231977	J Clin Sleep Med	Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine	Publication	207	14	31.3575	77	2	73
101231978	Alzheimers Dement	Alzheimer's & dementia : the journal of the Alzheimer's Association	Acceptance	628	161	168.089	397	9	293
101231978	Alzheimers Dement	Alzheimer's & dementia : the journal of the Alzheimer's Association	Publication	414	105.5	131.925	202	9	191
101232233	J Neuroeng Rehabil	Journal of neuroengineering and rehabilitation	Acceptance	799	238	241.625	497	12	363
101232233	J Neuroeng Rehabil	Journal of neuroengineering and rehabilitation	Publication	800	5	8.58875	635	12	58
101232234	J Inflamm (Lond)	Journal of inflammation (London, England)	Acceptance	402	175.5	200.308	338	12	232
101232234	J Inflamm (Lond)	Journal of inflammation (London, England)	Publication	402	0	6.24627	359	12	44
101232235	J Autoimmune Dis	Journal of autoimmune diseases	Acceptance	31	119	167.871	31	6	29
101232235	J Autoimmune Dis	Journal of autoimmune diseases	Publication	31	0	0	31	6	1
101232337	Int J Immunogenet	International journal of immunogenetics	Acceptance	213	121	130.418	96	4	145
101232337	Int J Immunogenet	International journal of immunogenetics	Publication	204	35.5	41.2255	137	4	57
101232986	Emerg Themes Epidemiol	Emerging themes in epidemiology	Acceptance	148	181	199.649	120	12	122
101232986	Emerg Themes Epidemiol	Emerging themes in epidemiology	Publication	149	0	8.5302	130	12	27
101233061	J Soils Sediments	Journal of soils and sediments	Acceptance	1	155	155	1	1	1
101233061	J Soils Sediments	Journal of soils and sediments	Publication	1	25	25	1	1	1
101233142	Nanomedicine	Nanomedicine : nanotechnology, biology, and medicine	Acceptance	1101	124	138.158	785	12	297
101233142	Nanomedicine	Nanomedicine : nanotechnology, biology, and medicine	Publication	946	19	26.3087	375	10	96
101233144	Acta Biomater	Acta biomaterialia	Acceptance	3787	117	124.829	1443	12	279
101233144	Acta Biomater	Acta biomaterialia	Publication	3691	8	12.4741	1462	12	100
101233150	J Pediatr Urol	Journal of pediatric urology	Acceptance	1490	102	114.881	1080	12	310
101233150	J Pediatr Urol	Journal of pediatric urology	Publication	1437	43	51.9165	930	11	157
101233160	Explore (NY)	Explore (New York, N.Y.)	Acceptance	17	71	117.412	10	3	16
101233161	Surg Obes Relat Dis	Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery	Acceptance	1498	96	113.027	1004	12	316
101233161	Surg Obes Relat Dis	Surgery for obesity and related diseases : official journal of the American Society for Bariatric Surgery	Publication	1338	16	29.6981	664	11	133
101233170	Cell Metab	Cell metabolism	Acceptance	1174	169	191.658	818	12	359
101233170	Cell Metab	Cell metabolism	Publication	246	35	36.6992	127	9	51
101233220	J Orthop	Journal of orthopaedics	Acceptance	144	100	114.104	33	3	97
101233220	J Orthop	Journal of orthopaedics	Publication	144	30	44.1667	106	3	58
101233223	Contemp Oncol (Pozn)	Contemporary oncology (Poznan, Poland)	Acceptance	349	120	156.504	186	5	222
101233223	Contemp Oncol (Pozn)	Contemporary oncology (Poznan, Poland)	Publication	348	169.5	204.986	55	4	229
101233229	Iran J Radiol	Iranian journal of radiology : a quarterly journal published by the Iranian Radiological Society	Acceptance	253	249	253.964	197	6	196
101233229	Iran J Radiol	Iranian journal of radiology : a quarterly journal published by the Iranian Radiological Society	Publication	254	207.5	278.705	41	5	189
